lemma	pos	frequency	source	class	subclass
püf noktası	NOUN	32	tubitak|video|literature	Other	other
sıkı durmak	VERB	32	tubitak|video|literature	Other	other
soluk soluğa	NOUN	32	tubitak|video|literature	Other	other
tayin etmek	VERB	32	meb|video|literature	Other	other
televizyon programı	NOUN	32	meb|tubitak|video|literature	Arts, Media & Entertainment	television
uykusu kaçmak	VERB	32	tubitak|video|literature	Education & Language	idioms
ağırlığı olmak	VERB	31	meb|saha|tubitak|video|literature	Other	other
alaca karanlık	NOUN	31	video|tubitak|literature	Time, Numbers & Measurement	time
altını üstüne getirmek	VERB	31	meb|tubitak|video|literature	Education & Language	idioms
burun kıvırmak	VERB	31	tubitak|video|literature	Education & Language	idioms
cam gibi	NA	31	meb|tubitak|video|literature	Personality, Values & Behavior	appearance
dil dökmek	VERB	31	meb|video|literature	Education & Language	idioms
elektrikli alet	NOUN	31	tubitak|meb|literature	Home & Domestic Life	home appliances
ileri sürmek	VERB	31	meb|tubitak|video|literature	Education & Language	idioms
indirim yapmak	VERB	31	meb|tubitak|video|literature	Personal Care & Consumer Life	shopping
izah etmek	VERB	31	video|literature	Other	other
kulağı çınlasın	VERB	31	tubitak|video|literature	Other	other
kulaklarına inanmamak	VERB	31	tubitak|video|literature	Education & Language	idioms
kuru boya	NOUN	31	meb|saha|tubitak|video|literature	Arts, Media & Entertainment	handicrafts
merhamet etmek	VERB	31	meb|video|literature	Personality, Values & Behavior	forgiveness
muhabbet etmek	VERB	31	meb|saha|tubitak|video|literature	Other	other
yan bakmak	VERB	31	meb|tubitak|video|literature	Education & Language	idioms
yol kesmek	VERB	31	meb|saha|tubitak|video|literature	Violence & Conflict	violence
zaman vermek	VERB	31	meb|video|literature	Time, Numbers & Measurement	time
âşık olmak	VERB	30	tubitak|video|literature	Emotions & Mental Processes	emotions
bayram şekeri	NOUN	30	saha|meb|video|tubitak|literature	History, Politics & Religion	religious holidays
çamaşır ipi	NOUN	30	meb|tubitak|video|literature	Home & Domestic Life	home
göğsü kabarmak	VERB	30	meb|video|literature	Education & Language	idioms
hedef almak	VERB	30	meb|tubitak|video|literature	Other	other
kendini bırakmak	VERB	30	meb|tubitak|video|literature	Education & Language	idioms
kilo vermek	VERB	30	meb|video|literature	Health & Medicine	body
meraktan çatlamak	VERB	30	tubitak|video|literature	Education & Language	idioms
özel hayat	NOUN	30	meb|tubitak|video|literature	Other	other
talep etmek	VERB	30	meb|tubitak|video|literature	People & Relationships	responsibilities
tozu dumana katmak	VERB	30	meb|video|literature	Education & Language	idioms
yüzünden okunmak	VERB	30	tubitak|meb|video|literature	Education & Language	idioms
aksi takdirde	NOUN	29	meb|video|literature	Education & Language	grammar
Allah rahmet eylesin	NA	29	meb|literature	History, Politics & Religion	religion
analiz yapmak	VERB	29	tubitak|meb|video|literature	Emotions & Mental Processes	intelligence and reasoning
baş başa kalmak	VERB	29	meb|saha|tubitak|video|literature	Other	other
berbat etmek	VERB	29	video|literature	Other	other
canı çıkmak	VERB	29	video|literature	Education & Language	idioms
cesaret vermek	VERB	29	meb|tubitak|video|literature	Education & Language	idioms
diz çökmek	VERB	29	meb|tubitak|video|literature	Other	other
el üstünde tutmak	VERB	29	meb|tubitak|video|literature	Education & Language	idioms
emir almak	VERB	29	meb|video|literature	Other	other
hesap etmek	VERB	29	meb|video|literature	Other	other
iç içe geçmek	VERB	29	meb|saha|tubitak|video|literature	Other	other
kara kara düşünmek	VERB	29	meb|tubitak|video|literature	Education & Language	idioms
kısa film	NOUN	29	tubitak|meb|video|literature	Arts, Media & Entertainment	cinema
kuru üzüm	NOUN	29	tubitak|video|literature	Food & Nutrition	food and drinks
mum yakmak	VERB	29	meb|tubitak|video|literature	Other	other
niyet etmek	VERB	29	meb|video|literature	Other	other
öneride bulunmak	VERB	29	meb|tubitak|video|literature	Other	other
şaha kalkmak	VERB	29	literature	Other	other
üstüne atmak	VERB	29	meb|saha|tubitak|video|literature	Education & Language	idioms
vesile olmak	VERB	29	meb|tubitak|video|literature	Other	other
yağlı boya	NOUN	29	tubitak|video|literature	Arts, Media & Entertainment	hobbies
yüz tutmak	VERB	29	meb|tubitak|literature	Education & Language	idioms
yüz vermek	VERB	29	meb|tubitak|video|literature	Education & Language	idioms
ziyafet çekmek	VERB	29	meb|saha|tubitak|video|literature	Food & Nutrition	dishes
akıl hocası	NOUN	28	video|literature	Other	other
aklı karışmak	VERB	28	meb|tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
arka çıkmak	VERB	28	meb|tubitak|video|literature	Personality, Values & Behavior	helpfulness
arzu etmek	VERB	28	meb|tubitak|video|literature	Emotions & Mental Processes	emotions
ayağını kaydırmak	VERB	28	meb|tubitak|video|literature	Personality, Values & Behavior	bullying
çoban köpeği	NOUN	28	meb|tubitak|video|literature	Nature & Living Things	animals
eline düşmek	VERB	28	meb|tubitak|video|literature	Education & Language	idioms
geniş açı	NOUN	28	meb|tubitak|literature	Space, Shapes & Properties	geometrical shapes
hassas olmak	VERB	28	meb|tubitak|video|literature	Emotions & Mental Processes	emotions
havai fişek	NOUN	28	tubitak|video|literature	Other	other
içeriye dalmak	VERB	28	tubitak|video|literature	Other	other
içi içini yemek	VERB	28	meb|tubitak|video|literature	Education & Language	idioms
ikiz doğurmak	VERB	28	tubitak|video	Education & Language	idioms
katkı maddesi	NOUN	28	meb|tubitak|literature	Food & Nutrition	food and drinks
kendini beğenmek	VERB	28	meb|tubitak|video|literature	Other	other
oy kullanmak	VERB	28	tubitak|meb|video|literature	People & Relationships	responsibilities
sadık kalmak	VERB	28	video|literature	Personality, Values & Behavior	honesty
salavat getirmek	VERB	28	meb|literature	History, Politics & Religion	religion
telefon etmek	VERB	28	meb|tubitak|video|literature	Science & Technology	telephone
tuzağa düşürmek	VERB	28	tubitak|video|literature	Education & Language	idioms
yanına bırakmamak	VERB	28	video|literature	Education & Language	idioms
yüz karası	NOUN	28	meb|saha|video|literature	Personality, Values & Behavior	morality
adını taşımak	VERB	27	meb|tubitak|video|literature	Education & Language	idioms
altın oran	NOUN	27	tubitak|video|literature	Work & Economy	financial concepts
anahtar kelime	NOUN	27	meb|video|literature	Education & Language	grammar
arap sabunu	NOUN	27	literature	Personal Care & Consumer Life	hygiene products
çekidüzen vermek	VERB	27	video|literature	Education & Language	idioms
elektrik düğmesi	NOUN	27	meb|tubitak|video|literature	Home & Domestic Life	home appliances
haber salmak	VERB	27	video|literature	Other	other
hayal kırıklığı	NOUN	27	meb|video|literature	Emotions & Mental Processes	emotions
ipek böcekçiliği	NOUN	27	saha|meb|video|tubitak|literature	Work & Economy	occupations
kaşla göz arasında	NA	27	meb|saha|tubitak|video|literature	Education & Language	idioms
kaza geçirmek	VERB	27	meb|saha|tubitak|video|literature	Transportation, Travel & Safety	traffic
konsantre olmak	VERB	27	meb|video|literature	Personality, Values & Behavior	self discipline
küçük dilini yutmak	VERB	27	meb|tubitak|video|literature	Education & Language	idioms
para etmek	VERB	27	video|literature	Work & Economy	financial concepts
protesto etmek	VERB	27	video|literature	Emotions & Mental Processes	anger
sergi açmak	VERB	27	meb|tubitak|video|literature	Arts, Media & Entertainment	performance
sırtını dönmek	VERB	27	meb|saha|tubitak|video|literature	Education & Language	idioms
sokak çocuğu	NOUN	27	meb|tubitak|video|literature	Other	other
su böreği	NOUN	27	video|literature	Food & Nutrition	dishes
teneffüs zili	NOUN	27	meb|tubitak|literature	Education & Language	school
üstüne yürümek	VERB	27	tubitak|video|literature	Violence & Conflict	violence
uyku tutmamak	VERB	27	meb|video|literature	Education & Language	idioms
zıt kutup	NOUN	27	tubitak|meb|video	Other	other
açık büfe	NOUN	26	saha|tubitak|video|literature	Food & Nutrition	food and drinks
ara sokak	NOUN	26	meb|saha|tubitak|video|literature	Places & Settlements	city
ayağa fırlamak	VERB	26	meb|literature	Other	other
bahse girmek	VERB	26	tubitak|video|literature	Other	other
bayram günü	NOUN	26	meb|saha|tubitak|video|literature	History, Politics & Religion	special days
bileğinin hakkıyla	NOUN	26	video|literature	Personality, Values & Behavior	diligence
bileşik kesir	NOUN	26	meb	Time, Numbers & Measurement	numbers
dar açı	NOUN	26	meb|tubitak|literature	Space, Shapes & Properties	geometrical shapes
devreye sokmak	VERB	26	meb|tubitak|video|literature	Education & Language	idioms
dizüstü bilgisayar	NOUN	26	meb|saha|tubitak|video|literature	Science & Technology	computer
geri adım atmak	VERB	26	meb|video|literature	Education & Language	idioms
gol olmak	VERB	26	tubitak|video|literature	Sports, Games & Recreation	sports
gözünü ayırmamak	VERB	26	meb|saha|tubitak|video|literature	Education & Language	idioms
hata etmek	VERB	26	meb|video|literature	Other	other
hesap vermek	VERB	26	video|literature	People & Relationships	responsibilities
içi gitmek	VERB	26	meb|tubitak|video|literature	Education & Language	idioms
içinden konuşmak	VERB	26	meb|tubitak|video|literature	Other	other
ilave etmek	VERB	26	meb|tubitak|video|literature	Other	other
kahve fincanı	NOUN	26	meb|tubitak|video|literature	Home & Domestic Life	kitchen utensils
kendini yemek	VERB	26	meb|saha|tubitak|video|literature	Education & Language	idioms
laf olmak	VERB	26	video|literature	Other	other
manasına gelmek	VERB	26	meb|video|literature	Other	other
ödü kopmak	VERB	26	video|literature	Emotions & Mental Processes	emotions
öncül olmak	VERB	26	meb|tubitak|video|literature	Other	other
şehit etmek	VERB	26	tubitak|meb|literature	Violence & Conflict	violence
temiz tutmak	VERB	26	meb|video	Personal Care & Consumer Life	personal care and hygiene
tepeden bakmak	VERB	26	meb|tubitak|video|literature	Education & Language	idioms
üst üste gelmek	VERB	26	meb|saha|tubitak|video|literature	Other	other
ad koymak	VERB	25	meb|saha|tubitak|video|literature	Education & Language	grammar
ağırdan almak	VERB	25	video|literature	Education & Language	idioms
başlangıç çizgisi	NOUN	25	tubitak|video	Time, Numbers & Measurement	units of measurement
galip gelmek	VERB	25	meb|tubitak|video|literature	Sports, Games & Recreation	sports
hakaret etmek	VERB	25	meb|saha|video|literature	Personality, Values & Behavior	bullying
istila etmek	VERB	25	tubitak|video|literature	Violence & Conflict	violence
karanlık oda	NOUN	25	meb|tubitak|video|literature	Home & Domestic Life	home
kendini kaptırmak	VERB	25	meb|tubitak|video|literature	Education & Language	idioms
kulağına gelmek	VERB	25	meb|saha|tubitak|video|literature	Education & Language	idioms
layık görmek	VERB	25	meb|tubitak|video|literature	Other	other
merak uyandırmak	VERB	25	tubitak|meb|literature	Emotions & Mental Processes	emotions
muhafaza etmek	VERB	25	meb|tubitak|video|literature	Other	other
ön plana çıkmak	VERB	25	tubitak|meb|video|literature	Education & Language	idioms
önüne katmak	VERB	25	meb|tubitak|literature	Other	other
rahat durmak	VERB	25	video|literature	Personality, Values & Behavior	self discipline
servis yapmak	VERB	25	meb|tubitak|video|literature	Other	other
şov yapmak	VERB	25	tubitak|video|literature	Arts, Media & Entertainment	performance
sözünde durmak	VERB	25	meb|saha|video|literature	Personality, Values & Behavior	morality
sürüden ayrılmak	VERB	25	tubitak|video|literature	Nature & Living Things	animals
tövbe etmek	VERB	25	meb|video|literature	Other	other
tüyleri diken diken olmak	VERB	25	meb|saha|tubitak|video|literature	Education & Language	idioms
alet edevat	NOUN	24	video|literature	Objects, Tools & Physical Things	tools
ana cadde	NOUN	24	meb|video|literature	Places & Settlements	city
bir deri bir kemik	NA	24	meb|saha|tubitak|video|literature	Education & Language	idioms
çamaşır suyu	NOUN	24	meb|tubitak|video|literature	Personal Care & Consumer Life	hygiene products
çamur banyosu	NOUN	24	tubitak|video	Other	other
can suyu	NOUN	24	meb|saha|tubitak|video|literature	Nature & Living Things	plants
dalları basmak	VERB	24	literature	Education & Language	idioms
derin uyku	NOUN	24	tubitak|video|literature	Other	other
devam ettirmek	VERB	24	meb|saha|tubitak|video|literature	Other	other
dikiz aynası	NOUN	24	meb|tubitak|video|literature	Transportation, Travel & Safety	vehicles
el sürmemek	VERB	24	meb|saha|tubitak|video|literature	Personality, Values & Behavior	self discipline
feda olmak	VERB	24	tubitak|meb|video|literature	Education & Language	idioms
göz göre göre	NA	24	literature	Education & Language	idioms
icabına bakmak	VERB	24	video|literature	Other	other
içine sinmek	VERB	24	saha|video|literature	Education & Language	idioms
içini dökmek	VERB	24	meb|tubitak|video|literature	Education & Language	idioms
kafa tutmak	VERB	24	meb|video|literature	Violence & Conflict	violence
kayıp vermek	VERB	24	meb|video|literature	Education & Language	idioms
kül olmak	VERB	24	meb|tubitak|video|literature	Other	other
kulağına inanmamak	VERB	24	tubitak|video|literature	Education & Language	idioms
lafı mı olur?	NA	24	meb|video|literature	Education & Language	idioms
masal gibi	NA	24	saha|tubitak|video|literature	Other	other
ödünç vermek	VERB	24	meb|saha|tubitak|video|literature	People & Relationships	sharing
ön yargı	NOUN	24	meb|tubitak|video|literature	Personality, Values & Behavior	morality
oyun bozmak	VERB	24	meb|saha|tubitak|video|literature	Education & Language	idioms
oyun dalmak	VERB	24	meb|video|literature	Other	other
pas vermek	VERB	24	tubitak|video|literature	Sports, Games & Recreation	sports
secde etmek	VERB	24	meb|literature	History, Politics & Religion	religion
sigara içmek	VERB	24	meb|saha|tubitak|literature	Other	other
sıcak sıcak	NOUN	24	meb|saha|tubitak|video|literature	Other	other
surat asmak	VERB	24	tubitak|video|literature	Education & Language	idioms
yüksek lisans	NOUN	24	meb|tubitak|video|literature	Education & Language	school
açık vermek	VERB	23	meb|video|literature	Education & Language	idioms
ağırlık vermek	VERB	23	tubitak|saha|video|literature	Education & Language	idioms
ana dil	NOUN	23	meb|tubitak|video|literature	Education & Language	grammar
aptal olmak	VERB	23	video|literature	Emotions & Mental Processes	intelligence and reasoning
arayı açmak	VERB	23	tubitak|video|literature	Other	other
bir deri bir kemik kalmak	VERB	23	meb|video|literature	Personality, Values & Behavior	appearance
çeyrek altın	NOUN	23	meb|saha|video|literature	Work & Economy	financial concepts
denk getirmek	VERB	23	tubitak|video|literature	Other	other
dilini tutmak	VERB	23	meb|video|literature	Personality, Values & Behavior	self discipline
diskalifiye olmak	VERB	23	video	Sports, Games & Recreation	sports
dış kapı	NOUN	23	meb|tubitak|video|literature	Home & Domestic Life	home
eziyet etmek	VERB	23	meb|video|literature	Personality, Values & Behavior	bullying
fiyat vermek	VERB	23	meb|video|literature	Work & Economy	financial concepts
geçmiş zaman	NOUN	23	meb|saha|tubitak|video|literature	Education & Language	grammar
